"","Chaenocephalus.aceratus","Champsocephalus.gunnari","Gobionotothen.gibberifrons","Nototheniops.larseni","Nototheniops.nudifrons","Notothenia.coriiceps","Parachaenichthys.charcoti","Pseudochaenichthys.georgianus","Cryodraco.antarcticus","Dissostichus.mawsoni","Dolloidraco.longedorsalis","Gymnodraco.acuticeps","Trematomus.newnesi","Trematomus.bernacchii","Harpagifer.antarcticus","Chionodraco.rastrospinosus","Trematomus.eulepidotus","Trematomus.hansoni","Lepidonotothen.squamifrons","Chaenodraco.wilsoni","Pagetopsis.macropterus","Trematomus.scotti","Trematomus.pennellii","Trematomus.loennbergii","Pogonophryne.scotti","Artedidraco.skottsbergi","Trematomus.nicolai","Prionodraco.evansii","Gerlachea.australis","Trematomus.tokarevi","Pleuragramma.antarcticum","Pogonophryne.barsukovi","Chionobathyscus.dewitti","Racovitzia.glacialis","Bathydraco.marri","Pogonophryne.marmorata","Aethotaxis.mitopteryx","Chionodraco.myersi","Akarotaxis.nudiceps","Vomeridens.infuscipinnis","Bathydraco.antarcticus","Pogonophryne.macropogon","Dacodraco.hunteri"
"1",72,66,55,24,19.5,62,42,60,48.7000007629395,200,13.6999998092651,38.5,20,28,9.5,52,34.5,41,55,43,33,24.7000007629395,29.7000007629395,30,31,12,36,15.5,22,22.3999996185303,26.6000003814697,25,60,27.1000003814697,23,21,44.2999992370605,39.2000007629395,13,22,24,34,30.3999996185303
